DATE;Close
03/01/2020;2974,75
06/01/2020;2976
07/01/2020;2957,25
08/01/2020;2958,75
09/01/2020;2959
10/01/2020;2975,25
13/01/2020;2981,25
14/01/2020;2991
15/01/2020;2986,5
16/01/2020;2994,25
17/01/2020;2984,25
20/01/2020;3014
21/01/2020;3013,5
22/01/2020;3001
23/01/2020;2965,75
24/01/2020;2947
27/01/2020;2979,5
28/01/2020;2914,5
29/01/2020;2950,5
30/01/2020;2962
31/01/2020;2917
03/02/2020;2878,5
04/02/2020;2916,75
05/02/2020;2954,75
06/02/2020;2996
07/02/2020;3014,5
10/02/2020;3006,75
11/02/2020;2996,5
12/02/2020;3014,75
13/02/2020;3008,25
14/02/2020;2966,25
17/02/2020;2967,5
18/02/2020;2982
19/02/2020;2962,5
20/02/2020;2998,75
21/02/2020;2997,75
24/02/2020;2969,75
25/02/2020;2870,75
26/02/2020;2804,5
27/02/2020;2827,75
28/02/2020;2768,75
02/03/2020;2678,25
03/03/2020;2735
04/03/2020;2755,25
05/03/2020;2810,75
06/03/2020;2774,75
09/03/2020;2676,5
10/03/2020;2494
11/03/2020;2474,75
12/03/2020;2461,25
13/03/2020;2234,25
16/03/2020;2265,75
17/03/2020;2221,5
18/03/2020;2324,5
19/03/2020;2245,75
20/03/2020;2301
23/03/2020;2318,25
24/03/2020;2287
25/03/2020;2413,75
26/03/2020;2487,5
27/03/2020;2519,5
30/03/2020;2400,75
31/03/2020;2456,25
01/04/2020;2472,25
02/04/2020;2395,5
03/04/2020;2403,25
06/04/2020;2398,5
07/04/2020;2479,75
08/04/2020;2508,25
09/04/2020;2478,25
14/04/2020;2509,75
15/04/2020;2520
16/04/2020;2444,5
17/04/2020;2470
20/04/2020;2513,5
21/04/2020;2548,75
22/04/2020;2495,25
23/04/2020;2531
24/04/2020;2535,5
27/04/2020;2510,75
28/04/2020;2543,25
29/04/2020;2580
30/04/2020;2614,75
01/05/2020;2536
04/05/2020;2498,75
05/05/2020;2493,5
06/05/2020;2527,25
07/05/2020;2529,5
11/05/2020;2557,5
12/05/2020;2568
13/05/2020;2600,75
14/05/2020;2566,5
15/05/2020;2485,75
18/05/2020;2515
19/05/2020;2604,75
20/05/2020;2593,5
21/05/2020;2625,5
22/05/2020;2596
26/05/2020;2585
27/05/2020;2617
28/05/2020;2645
29/05/2020;2692
01/06/2020;2655
02/06/2020;2673,25
03/06/2020;2688,5
04/06/2020;2759,75
05/06/2020;2756
08/06/2020;2799,75
09/06/2020;2792,75
10/06/2020;2774,5
11/06/2020;2762
12/06/2020;2695,75
15/06/2020;2673,5
16/06/2020;2672,5
17/06/2020;2743,75
18/06/2020;2776
19/06/2020;2778
22/06/2020;2815,75
23/06/2020;2786
24/06/2020;2826
25/06/2020;2752,5
26/06/2020;2771
29/06/2020;2770
30/06/2020;2805
01/07/2020;2776
02/07/2020;2763
03/07/2020;2810,75
06/07/2020;2782
07/07/2020;2841,25
08/07/2020;2799
09/07/2020;2789,25
10/07/2020;2759,5
13/07/2020;2776,5
14/07/2020;2824
15/07/2020;2820,25
16/07/2020;2867,25
